id,cell_type,chdir_norm,ctrl_ids,curator,geo_id,hs_gene_symbol,mm_gene_symbol,organism,pert_ids,pert_type,platform,version
gene:1949,myeloproliferative neoplasm propagating stem cells,,GSM1094492|GSM1094496|GSM1094500|GSM1094504,Andrew,GSE44961,JAK2,Jak2,mouse,GSM1094493|GSM1094497|GSM1094501|GSM1094505,activemutant,GPL6885,1.0
gene:2367,eyes at E10.5,,GSM489346|GSM489347|GSM489348,nbongio,GSE19626,VAX2,Vax2,mouse,GSM489349|GSM489350|GSM489351,KO,GPL8321,1.0
gene:2366,spleen,,GSM1185228|GSM1185229|GSM1185230|GSM1185231,nbongio,GSE48818,TRAF3,Traf3,mouse,GSM1185225|GSM1185226|GSM1185227,KO,GPL6885,1.0
gene:2360,colon,,GSM297817|GSM297818|GSM297819,nbongio,GSE11759,HNF4A,Hnf4a,mouse,GSM297808|GSM297820|GSM297821,KO,GPL1261,1.0
gene:2362,cochlea at P3,,GSM462007|GSM462008|GSM462009,nbongio,GSE18567,CHRNA9,,mouse,GSM462010|GSM462011|GSM462012,KO,GPL1261,1.0
gene:1940,BaF3,,GSM940262|GSM940263|GSM940264,Andrew,GSE38335,JAK1,Jak1,mouse,GSM940265|GSM940266|GSM940267,druginhibition,GPL1261,1.0
gene:1941,BaF3,,GSM940262|GSM940263|GSM940264,Andrew,GSE38335,JAK1,Jak1,mouse,GSM940268|GSM940269|GSM940270,druginhibition,GPL1261,1.0
gene:1944,mouse melanoma model,,GSM982953|GSM982954|GSM982955|GSM982956|GSM982957|GSM982958,Andrew,GSE39984,MAP2K1,Map2k1,mouse,GSM982965|GSM982966|GSM982967|GSM982968|GSM982969|GSM982970,druginhibition,GPL1261,1.0
gene:2368,eyes at E12.5,,GSM489355|GSM489356,nbongio,GSE19626,VAX2,Vax2,mouse,GSM489357|GSM489358,KO,GPL8321,1.0
gene:1946,RT112,,GSM1007032|GSM1007033|GSM1007046,Andrew,GSE41035,FGFR3,Fgfr3,human,GSM1007035|GSM1007036|GSM1007038|GSM1007039|GSM1007041|GSM1007042|GSM1007049|GSM1007052|GSM1007055,knockdown,GPL570,1.0
gene:2498,"cerebellum, 12w",,GSM205986|GSM205987,nbongio,GSE8307,PSAP,Psap,mouse,GSM205954|GSM205955,hypomorphic prosaposin deficiency,GPL1261,1.0
gene:1113,Colon,,GSM790907|GSM790908|GSM790909|GSM790910|GSM790911|GSM790912|GSM790913|GSM790914|GSM790915,OliFucMuc,GSE31906,TNF,Tnf,mouse,GSM790929|GSM790930|GSM790931|GSM790932|GSM790933|GSM790934,siTNF-OMe,GPL6246,1.0
gene:1111,Colon,,GSM790907|GSM790908|GSM790909|GSM790910|GSM790911|GSM790912|GSM790913|GSM790914|GSM790915,OliFucMuc,GSE31906,TNF,Tnf,mouse,GSM790923|GSM790924|GSM790925|GSM790926|GSM790927|GSM790928,siTNF,GPL6246,1.0
gene:2569,CUTLL1  MigR1 transduced (T-lymphoblastic leukemia) cell line,,GSM731527|GSM731528|GSM731529,cadimo,GSE29544,NOTCH1,Notch1,human,GSM731531|GSM731532|GSM731533,Reactivation  (WASHOUT - 2 Hours),GPL570,1.0
gene:2568,CUTLL1  (T-lymphoblastic leukemia) cell line,,GSM731518|GSM731519|GSM731520,cadimo,GSE29544,NOTCH1,Notch1,human,GSM731512|GSM731513|GSM731514,Reactivation  (WASHOUT - 4 Hours),GPL570,1.0
gene:1115,Colon,,GSM790907|GSM790908|GSM790909|GSM790910|GSM790911|GSM790912|GSM790913|GSM790914|GSM790915,OliFucMuc,GSE31906,TNF,Tnf,mouse,GSM790935|GSM790936|GSM790937|GSM790938|GSM790939|GSM790940|GSM790941|GSM790942,siTNF-OMeP,GPL6246,1.0
gene:2563,"strain: C57BL/6J cell type: bone marrow, c-Kit+Lin-Sca-1+ (KLS)",,GSM592264|GSM592269,gszeto,GSE24071,HMGA2,,mouse,GSM592262|GSM592266,OE,GPL6246,1.0
gene:2562,cell type: nasopharyngeal carcinoma (NPC) 5-8F cells,,GSM675401|GSM675402,gszeto,GSE27318,CFAP45,Cfap45,human,GSM675399|GSM675400,OE,GPL570,1.0
gene:2561,Huh-7 hepatocellular carcinoma cell line transduced with lentivirus. GFP+ cells were sorted by fluorescence-activated cell sorting (FACS) analysis,,GSM518632|GSM518633|GSM518634,gszeto,GSE20679,MIR517A,,human,GSM518635|GSM518636|GSM518637,OE,GPL6244,1.0
gene:2560,isolated keratinocytes from mouse skin,,GSM1329071|GSM1329072,HollyWoodland,GSE55071,OVOL1,Ovol1,mouse,GSM1329073|GSM1329074,KO,GPL6246,1.0
gene:2567,CUTLL1  (T-lymphoblastic leukemia) cell line,,GSM731518|GSM731519|GSM731520,cadimo,GSE29544,NOTCH1,Notch1,human,GSM731506|GSM731507|GSM731508,Reactivation  (WASHOUT - 2 Hours),GPL570,1.0
gene:2564,"strain: C57BL/6J, cell type: bone marrow, megakaryocyte-erythrocyte progenitors (MEP)",,GSM592263|GSM592265,gszeto,GSE24071,HMGA2,,mouse,GSM592267|GSM592268,OE,GPL6246,1.0
gene:1290,neural stem cell,,GSM82226|GSM82227,cms,GSE3571,NR4A2,Nr4a2,mouse,GSM82224|GSM82225,OE,GPL81,1.0
gene:1291,embryonic stem (ES) cell lines,,GSM9272|GSM9273|GSM9274|GSM9275|GSM9276|GSM9277,Xavier,GSE614,CDK4,Cdk4,mouse,GSM9278|GSM9279|GSM9280,Heterozygotic knockout (Cdk4 +/-),GPL81,1.0
gene:2762,MCF-7 BREAST CANCER cell line,,GSM1115765|GSM1115767|GSM1115769,cadimo,GSE45804,DNMT1,Dnmt1,human,GSM1115766|GSM1115768|GSM1115770,Inhibition -  (laccaic acid A),GPL6244,1.0
gene:2765,spleen CD8 Dendritic Cells,,GSM1277090|GSM1277091|GSM1277092,KathaLahl,GSE52857,XBP1,Xbp1,mouse,GSM1277093|GSM1277094|GSM1277095,KO,GPL6246,1.0
gene:1292,embryonic stem (ES) cell lines,,GSM9272|GSM9273|GSM9274|GSM9275|GSM9276|GSM9277,Xavier,GSE614,ABCA1,Abca1,mouse,GSM9269|GSM9270|GSM9271,Heterozygotic knockout (Abca1+/-),GPL81,1.0
gene:2767,KARPAS-231,,GSM1034131|GSM1034132|GSM1034133,Apozar,GSE42174,LITAF,Litaf,human,GSM1034134|GSM1034135|GSM1034136,KD,GPL570,1.0
gene:2766,spleen CD11b Dendritic cells,,GSM1277096|GSM1277097|GSM1277098,KathaLahl,GSE52857,XBP1,Xbp1,mouse,GSM1277099|GSM1277100|GSM1277101,KO,GPL6246,1.0
gene:1293,Liver tissue,,GSM9281|GSM9282,Xavier,GSE614,ABCA1,Abca1,mouse,GSM9283|GSM9284,Heterozygotic knockout (Abca1+/-),GPL81,1.0
gene:1294,trigeminal ganglion,,GSM53317|GSM53318|GSM53319|GSM53320,cms,GSE2869,HIPK2,Hipk2,mouse,GSM53321|GSM53322|GSM53323|GSM53324,OE,GPL1261,1.0
gene:1295,Macrophages extracted from peritoneal cavity of wildtype and mutant (IL4--) mice infected with nematode,,GSM4007|GSM4008,Xavier,GSE477,IL4,Il4,mouse,GSM4009|GSM4010|GSM4011,KO,GPL81,1.0
gene:1296,mdx mouse muscle,,GSM172904|GSM172905|GSM172906|GSM172907|GSM172908|GSM172909,cms,GSE7187,UTRN,Utrn,mouse,GSM172899|GSM172900|GSM172901|GSM172902|GSM172903,OE,GPL339,1.0
gene:2995,Jejunum,,GSM568585|GSM568586|GSM568620,Juliana,GSE23040,HNF1A,Hnf1a,mouse,GSM568514|GSM568515|GSM568516,KO,GPL1261,1.0
gene:3004,Liver (21 day old mice),,GSM602521|GSM602522|GSM602523,Juliana,GSE24451,DBI,Dbi,mouse,GSM602524|GSM602525|GSM602526,KO,GPL1261,1.0
gene:320,heart,,GSM721525|GSM721526,antons,GSE29145,PRKCZ,Prkcz,mouse,GSM721519|GSM721520|GSM721521,KO,GPL1261,1.0
gene:321,B lymphoid cells,,GSM665894|GSM665895|GSM665899|GSM665900,antons,GSE27028,JUN,Jun,mouse,GSM665893|GSM665896|GSM665897|GSM665898,KO,GPL6246,1.0
gene:322,liver,,GSM371988|GSM371989|GSM371990,antons,GSE14921,SIRT1,Sirt1,mouse,GSM371991|GSM371992|GSM371993,KO,GPL7202,1.0
gene:2291,OT-I T cells from tumors,,GSM1290692|GSM1290693|GSM1290694,AliDot,GSE53388,PPP2R2D,Ppp2r2d,mouse,GSM1290695|GSM1290696|GSM1290697,KD,GPL1261,1.0
gene:325,embryonic renal vesicles,,GSM174757|GSM174758|GSM174759|GSM174760|GSM174761,antons,GSE7257,LHX1,Lhx1,mouse,GSM174762|GSM174763|GSM174764|GSM174891,KO,GPL1261,1.0
gene:454,AF9 - Mixed Lineage Leukemia (MLL) cells - 5 days,,GSM636712|GSM636713|GSM636714|GSM636715|GSM636716,cadimo,GSE25911,DOT1L,Dot1l,mouse,GSM636707|GSM636708|GSM636709|GSM636710|GSM636711,DELETION,GPL1261,1.0
gene:2292,OT-I T cells from tumors,,GSM1290692|GSM1290693|GSM1290694,AliDot,GSE53388,EGR2,Egr2,mouse,GSM1290698|GSM1290699|GSM1290700,KD,GPL1261,1.0
gene:2237,cell type: HeLa,,GSM1101720|GSM1101721|GSM1101722,gszeto,GSE45295,CABIN1,Cabin1,human,GSM1101714|GSM1101715|GSM1101716,KD,GPL570,1.0
gene:1232,MCF10A - mammary epithelial cells (samples from 1.5 to 9 days),,GSM469156|GSM469157|GSM469158|GSM469159|GSM469160,cadimo,GSE18938,ERBB2,Erbb2,human,GSM469166|GSM469167|GSM469168|GSM469169|GSM469170,OE,GPL6244,1.0
gene:1233,Mkn28 gastric tubular adenocarcinoma cell line,,GSM806619|GSM806620|GSM806621,cadimo,GSE32540,CDH1,Cdh1,human,GSM806613|GSM806614|GSM806615,OE,GPL570,1.0
gene:1546,CD45.2+ transplanted bone marrow,,GSM216494|GSM216495|GSM216496|GSM216497,FabioAmaral,GSE8726,SOD2,Sod2,mouse,GSM216498|GSM216499|GSM216500,KO,GPL1261,1.0
gene:1547,HeLa cells,,GSM373874|GSM373875|GSM373876|GSM373877,gszeto,GSE14972,NASP,Nasp,human,GSM373878|GSM373879|GSM373880|GSM373889,Control = siRNA inhibition vs. Treatment = overexpression,GPL4133,1.0
gene:1540,lung,,GSM616461|GSM616462|GSM616471|GSM616472,HollyWoodland,GSE25095,IL10,Il10,mouse,GSM616466|GSM616467|GSM616476|GSM616477,KO,GPL8321,1.0
gene:1541,"HeLa, 4 days cultured with 1 ng/mL interferon alpha",,GSM718742|GSM718743,gszeto,GSE29009,LAMP3,Lamp3,human,GSM718738|GSM718739,KD,GPL10558,1.0
gene:1234,striatal cells (HDH Mutant Q111),,GSM82444|GSM82445|GSM82446,HollyWoodland,GSE3583,HTT,Htt,mouse,GSM82447|GSM82448|GSM82449,OE,GPL1261,1.0
gene:1543,ES cells,,GSM758388|GSM758389|GSM758390,FabioAmaral,GSE30561,ALKBH1,Alkbh1,mouse,GSM758391|GSM758392|GSM758393,KO,GPL1261,1.0
gene:1238,spleen,,GSM179064|GSM179066,HollyWoodland,GSE7412,SRF,Srf,mouse,GSM179065|GSM179067,KO,GPL339,1.0
gene:1239,MOLM-13 (mixed lineage leukemia (MLL)-rearranged cell line) - 6 Days,,GSM739169|GSM739170|GSM739171,cadimo,GSE29828,DOT1L,Dot1l,human,GSM739166|GSM739167|GSM739168,INHIBITION - EPZ004777,GPL570,1.0
gene:1548,Jurkat T cells,,GSM170817|GSM170818|GSM170821|GSM170822|GSM170824|GSM170825,gszeto,GSE7102,SP3,Sp3,human,GSM170826|GSM170827|GSM170829|GSM170830|GSM170831|GSM170832,KD,GPL571,1.0
gene:1308,Du145-PCAT1,,GSM1325448|GSM1325450,OliFucMuc,GSE54872,MYC,Myc,human,GSM1325442|GSM1325443,KD,GPL4133,1.0
gene:1307,Du145-PCAT1,,GSM1325448|GSM1325450,OliFucMuc,GSE54872,MYC,Myc,human,GSM1325440|GSM1325441,KD,GPL4133,1.0
gene:1302,female embryonic stem cells PGK12.1,,GSM1096072|GSM1096074|GSM1096076|GSM1096078,OliFucMuc,GSE45034,KDM6A,Kdm6a,mouse,GSM1096073|GSM1096075|GSM1096077|GSM1096079,KD,GPL6246,1.0
gene:1303,male embryonic stem cells WD44,,GSM1096080|GSM1096082,OliFucMuc,GSE45034,KDM6A,Kdm6a,mouse,GSM1096081|GSM1096083,KD,GPL6246,1.0
gene:1301,keratinocytes,,GSM921888|GSM921889,OliFucMuc,GSE37570,KMT2D,Kmt2d,human,GSM921890|GSM921891,KD,GPL6244,1.0
gene:1438,whole brain,,GSM902380|GSM902381|GSM902382|GSM902383,FabioAmaral,GSE36819,GLO1,Glo1,mouse,GSM902375|GSM902376|GSM902377|GSM902378,OE,GPL6246,1.0
gene:1439,"posterior second heart field, day E9.5",,GSM1090101|GSM1090104|GSM1090106,OliFucMuc,GSE44754,SHH,Shh,mouse,GSM1090100|GSM1090102|GSM1090103|GSM1090105,KO,GPL7202,1.0
gene:1430,primary myoblasts,,GSM836025|GSM836026|GSM836027|GSM836028,FabioAmaral,GSE33799,DUX4,,human,GSM836023|GSM836024,OE,GPL10558,1.0
gene:1431,HB-1 cells,,GSM1412233|GSM1412235|GSM1412237,FabioAmaral,GSE58475,NR4A2,Nr4a2,human,GSM1412234|GSM1412236|GSM1412238,OE,GPL570,1.0
gene:1432,castrate-resistant prostate cancer (xenografts),,GSM893318|GSM893319|GSM893320|GSM893321|GSM893322,FabioAmaral,GSE36433,HES6,Hes6,mouse,GSM893313|GSM893314|GSM893315|GSM893316|GSM893317,OE,GPL10558,1.0
gene:1434,memory B cells,,GSM1244390|GSM1244392|GSM1244394,FabioAmaral,GSE51382,FOXP1,,human,GSM1244389|GSM1244391|GSM1244393,OE,GPL570,1.0
gene:1435,memory B cells,,GSM1244383|GSM1244385|GSM1244387,FabioAmaral,GSE51382,FOXP1,,human,GSM1244384|GSM1244386|GSM1244388,KD,GPL570,1.0
gene:1436,NCI-H716,,GSM1220008|GSM1220009|GSM1220010,OliFucMuc,GSE50490,YAP1,Yap1,human,GSM1220014|GSM1220015|GSM1220016,OE,GPL10558,1.0
gene:1437,adipocyte,,GSM1125686|GSM1125687|GSM1125688,FabioAmaral,GSE46178,XBP1,Xbp1,mouse,GSM1125690|GSM1125691|GSM1125692,OE,GPL8321,1.0
gene:1126,liver,,GSM565136|GSM565137|GSM565138|GSM565139|GSM565140,OliFucMuc,GSE22873,MYD88,Myd88,mouse,GSM565147|GSM565148|GSM565149|GSM565150,KO,GPL1261,1.0
gene:1127,trachea,,GSM432502|GSM432504|GSM432510|GSM432515|GSM432520,OliFucMuc,GSE17268,MYD88,Myd88,mouse,GSM432501|GSM432506|GSM432512|GSM432513|GSM432518,KO,GPL4134,1.0
gene:1124,cardiac muscle,,GSM413171|GSM413172|GSM413173,HollyWoodland,GSE16438,CMAHP,,mouse,GSM413177|GSM413178|GSM413179,KO,GPL1261,1.0
gene:1125,liver,,GSM565136|GSM565137|GSM565138|GSM565139|GSM565140,OliFucMuc,GSE22873,AGER,Ager,mouse,GSM565141|GSM565142|GSM565143|GSM565144|GSM565145|GSM565146,KO,GPL1261,1.0
gene:1122,bone-marrow derived macrophages,,GSM913135|GSM913136|GSM913137,OliFucMuc,GSE37179,NOD2,Nod2,mouse,GSM913141|GSM913142|GSM913143,KO,GPL6246,1.0
gene:1123,cardiac muscle,,GSM413171|GSM413172|GSM413173,HollyWoodland,GSE16438,CMAHP,,mouse,GSM413180|GSM413181|GSM413182,KO,GPL1261,1.0
gene:1120,Paneth cells (Ileum),,GSM1422810|GSM1422811|GSM1422812,OliFucMuc,GSE58948,NOD2,Nod2,mouse,GSM1422813|GSM1422814|GSM1422815,KO,GPL6246,1.0
gene:2445,cell type: human neuroblastoma cells cell line: SH-SY5Y,,GSM430343|GSM430344,gszeto,GSE17204,PARK7,Park7,human,GSM430341|GSM430342,KD,GPL571,1.0
gene:2446,cell type: human neuroblastoma cells cell line: SH-SY5Y,,GSM430345|GSM430346,gszeto,GSE17204,PARK7,Park7,human,GSM430341|GSM430342,KD,GPL571,1.0
gene:1128,"colon, adenocarcinoma",,GSM494372|GSM494373|GSM494374|GSM494375|GSM494376|GSM494377,OliFucMuc,GSE19793,MYD88,Myd88,mouse,GSM494378|GSM494379|GSM494380|GSM494381|GSM494382|GSM494383,KO,GPL1261,1.0
gene:1129,SK-MEL-2,,GSM52504|GSM52508,mauroccm,GSE2715,E2F1,E2f1,human,GSM52518|GSM52519,OE,GPL96,1.0
gene:135,brain,,GSM988378|GSM988379|GSM988380,antons,GSE40207,CLPP,Clpp,mouse,GSM988375|GSM988376|GSM988377,KO,GPL11180,1.0
gene:134,heart,,GSM988384|GSM988385|GSM988386,antons,GSE40207,CLPP,Clpp,mouse,GSM988381|GSM988382|GSM988383,KO,GPL11180,1.0
gene:137,BT-474 BREAST CANCER cell line,,GSM136095|GSM136097,cadimo,GSE5823,MYC,Myc,human,GSM136080|GSM136082,KD,GPL570,1.0
gene:136,Hela cells,,GSM136095|GSM136097,cadimo,GSE5823,MYC,Myc,human,GSM136096|GSM136098,KD,GPL570,1.0
gene:131,testis,,GSM988360|GSM988361|GSM988362,antons,GSE40207,CLPP,Clpp,mouse,GSM988357|GSM988358|GSM988359,KO,GPL11180,1.0
gene:130,DAOY medulloblastoma cells,,GSM182018|GSM182019|GSM182020,cadimo,GSE7578,PCGF2,Pcgf2,human,GSM182009|GSM182010|GSM182011,KD,GPL570,1.0
gene:133,liver,,GSM988366|GSM988367|GSM988368,antons,GSE40207,CLPP,Clpp,mouse,GSM988363|GSM988364|GSM988365,KO,GPL11180,1.0
gene:132,DAOY medulloblastoma cells,,GSM182018|GSM182019|GSM182020,cadimo,GSE7578,ALK,Alk,human,GSM182015|GSM182016|GSM182017,KD,GPL570,1.0
gene:2440,HeLa cell line,,GSM569319|GSM569320|GSM569321,gszeto,GSE23103,SCYL1,Scyl1,human,GSM569322|GSM569323|GSM569324,KD,GPL570,1.0
gene:139,MCF-7 BREAST CANCER cell line,,GSM136095|GSM136097,cadimo,GSE5823,MYC,Myc,human,GSM136084|GSM136086|GSM136088,KD,GPL570,1.0
gene:138,brain,,GSM825433|GSM825435|GSM825437|GSM825439|GSM825441|GSM825443|GSM825445|GSM825447|GSM825449,antons,GSE33372,WFS1,Wfs1,mouse,GSM825432|GSM825434|GSM825436|GSM825438|GSM825440|GSM825442|GSM825444|GSM825446|GSM825448,KO,GPL6246,1.0
gene:2441,"Hematopoietic stem and progenitor cells (LineageLow, Sca1+, Kit+; LSK)",,GSM563199|GSM563200|GSM563201,gszeto,GSE22773,MSI2,Msi2,mouse,GSM563202|GSM563203,OE,GPL1261,1.0
gene:2442,cell line: Reh malignancy: non-Hodgkin lymphoma,,GSM502627|GSM502628,gszeto,GSE20115,IKBKB,Ikbkb,human,GSM502631|GSM502632,transient expression of constitutively active IKK&Icirc;&sup2;(E,GPL570,1.0
gene:2443,liver,,GSM1363751|GSM1363752|GSM1363753,Ruta,GSE56557,DNAJC7,Dnajc7,mouse,GSM1363754|GSM1363755|GSM1363756,KO,GPL4134,1.0
gene:2028,"HEK293T, wnt stimulation",,GSM439975|GSM439976|GSM439977|GSM439978,Andrew,GSE17623,TNIK,Tnik,human,GSM439981|GSM439982|GSM439983|GSM439984|GSM439985|GSM439986,knockdown,GPL4133,1.0
gene:2026,embryonic tongue,,GSM1120480|GSM1120481|GSM1120482,Andrew,GSE45968,TGFBR2,Tgfbr2,mouse,GSM1120477|GSM1120478|GSM1120479,knockout,GPL1261,1.0
gene:2025,aorta,,GSM900960|GSM900961|GSM900962,Andrew,GSE36778,TGFBR2,Tgfbr2,mouse,GSM900963|GSM900964|GSM900965,knockout,GPL6246,1.0
gene:2023,"bone marrow stromal cells, TGFb stimulation",,GSM363505|GSM363506|GSM363507|GSM363508|GSM363509|GSM363510,Andrew,GSE14523,TGFBR1,Tgfbr1,mouse,GSM363517|GSM363518|GSM363519|GSM363520|GSM363521|GSM363522,activemutant,GPL1261,1.0
gene:399,CD4+CD25+ T-regulatory cells,,GSM688866|GSM688867|GSM688868,zero323,GSE27896,HDAC6,Hdac6,mouse,GSM688863|GSM688864|GSM688865,KO,GPL8321,1.0
gene:398,prefrontal cortex,,GSM636860|GSM636861|GSM636862,zero323,GSE25926,APLP2,Aplp2,mouse,GSM636869|GSM636870|GSM636871,KO,GPL1261,1.0
gene:1052,CD4+CD25+ Treg,,GSM678219|GSM678220|GSM678221,OliFucMuc,GSE27434,DNMT1,Dnmt1,mouse,GSM678222|GSM678223|GSM678224,KO,GPL8321,1.0
gene:1053,Large Intestine (Distal and Proximal),,GSM250853|GSM250854|GSM250855,CesarPrada,GSE9913,MUC2,Muc2,mouse,GSM250847|GSM250848|GSM250849,"&quot;missense mutation (T2996C, Accession AJ511873) resulting i",GPL1261,1.0
gene:1050,CD4+CD25+ Treg,,GSM1164170|GSM1164171|GSM1164172,OliFucMuc,GSE47989,EP300,Ep300,mouse,GSM1164167|GSM1164168|GSM1164169,KD,GPL8321,1.0
gene:1051,CD4+CD25+ Treg,,GSM1182935|GSM1182936|GSM1182937,OliFucMuc,GSE48653,MBD2,Mbd2,mouse,GSM1182938|GSM1182939|GSM1182940,KO,GPL8321,1.0
gene:1057,Large Intestine (Distal and Proximal),,GSM250853|GSM250854|GSM250855,CesarPrada,GSE9913,MUC2,Muc2,mouse,GSM250850|GSM250851|GSM250852,"&quot;missense mutation (G9492A, Accession AJ511872) resulting i",GPL1261,1.0
gene:397,prefrontal cortex,,GSM636860|GSM636861|GSM636862,zero323,GSE25926,APP,App,mouse,GSM636863|GSM636864|GSM636865,KO,GPL1261,1.0
gene:1055,"CD4+ T effector cells, 72h after antiCD3 and antiCD28 stimulation",,GSM1008440|GSM1008442,OliFucMuc,GSE41087,FOXP3,Foxp3,human,GSM1008446|GSM1008448,FOXP3 2T&gt;C(mut),GPL6244,1.0
gene:629,Skeletal muscle - Soleus,,GSM261510|GSM261511|GSM261512,cadimo,GSE10347,H6PD,H6pd,mouse,GSM261507|GSM261508|GSM261509,KO,GPL1261,1.0
gene:628,Heart,,GSM188561|GSM188562|GSM188563,cadimo,GSE7781,APLN,Apln,mouse,GSM188567|GSM188568|GSM188569,KO,GPL1261,1.0
gene:620,OSTEOBLASTS,,GSM1220796|GSM1220802,Copernicia,GSE50532,RB1,Rb1,human,GSM1220820|GSM1220826,KD,GPL6244,1.0
gene:623,Spontaneously immortalized embryonic fibroblasts (EFs),,GSM276426|GSM276427|GSM276428,cadimo,GSE10902,FHL2,Fhl2,mouse,GSM276423|GSM276424|GSM276425,Deficiency,GPL1261,1.0
gene:622,Hind limb skeletal muscle (4-week old dy3K/dy3K animals),,GSM304403|GSM304404|GSM304405,cadimo,GSE12049,LAMA2,Lama2,mouse,GSM304406|GSM304407|GSM304408,Deficiency,GPL1261,1.0
gene:625,Palatal shelves (E14.5 embryos - palate),,GSM287783|GSM287784|GSM287787|GSM287788,cadimo,GSE11400,PAX3,Pax3,mouse,GSM287781|GSM287782|GSM287785|GSM287786,Knock-in,GPL1261,1.0
gene:624,Skin,,GSM862835|GSM862836|GSM862837,vmathur,GSE35160,NFE2L2,Nfe2l2,mouse,GSM862838|GSM862839|GSM862840,Mutation,GPL1261,1.0
gene:2682,combined basal segments of organ of Corti from cochleae,,GSM659612|GSM659613,MicrotaskManic,GSE26822,DICER1,Dicer1,mouse,GSM659608|GSM659609,KO,GPL1261,1.0
gene:2794,Liver,,GSM1256112|GSM1256113,Tolen,GSE51962,,Map3k7,mouse,GSM1256114|GSM1256115,KO,GPL6885,1.0
gene:400,SH-SY5Y,,GSM430343|GSM430344|GSM430345|GSM430346,zero323,GSE17204,PARK7,Park7,human,GSM430339|GSM430340|GSM430341|GSM430342,KD,GPL571,1.0
gene:2796,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,NELFE,Nelfe,human,GSM1224068|GSM1224142|GSM1224185,KD,GPL10558,1.0
gene:2973,cell line: HEK293T,,GSM432929|GSM432930|GSM432931,gszeto,GSE17300,USF1,Usf1,human,GSM432926|GSM432927|GSM432928,OE,GPL570,1.0
gene:2790,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,TAF1,Taf1,human,GSM1224076|GSM1224114|GSM1224189,KD,GPL10558,1.0
gene:2791,CD4+CD62L- resting T cells,,GSM1447410|GSM1447411|GSM1447412,Tolen,GSE59848,DICER1,Dicer1,mouse,GSM1447413|GSM1447414|GSM1447415,KO,GPL6246,1.0
gene:407,muscle,,GSM988372|GSM988373|GSM988374,zero323,GSE40207,CLPP,Clpp,mouse,GSM988369|GSM988370|GSM988371,KO,GPL11180,1.0
gene:2793,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,CREBBP,Crebbp,human,GSM1224107|GSM1224126|GSM1224187,KD,GPL10558,1.0
gene:2978,HeLa Cells,,GSM305120|GSM305121|GSM305122,gszeto,GSE12091,MIR26B,,human,GSM305117|GSM305118|GSM305119,OE,GPL571,1.0
gene:2979,Liver,,GSM1176657|GSM1176658|GSM1176659,cadimo,GSE48370,NANOG,Nanog,mouse,GSM1176654|GSM1176655|GSM1176656,OE,GPL7202,1.0
gene:2798,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,GTF2B,Gtf2b,human,GSM1224109|GSM1224134|GSM1224184,KD,GPL10558,1.0
gene:2799,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,POU2F1,Pou2f1,human,GSM1224096|GSM1224149|GSM1224183,KD,GPL10558,1.0
gene:2152,neonate_P3_lung,,GSM734367|GSM734368|GSM734369,Kevin,GSE29632,NFE2L2,Nfe2l2,mouse,GSM734388|GSM734389|GSM734390,KO,GPL1261,1.0
gene:2153,2008_ovarian_cancer_cells,,GSM528506|GSM528507|GSM528508,Kevin,GSE21129,ETS1,Ets1,human,GSM528509|GSM528510|GSM528511,OE,GPL6244,1.0
gene:2150,liver,,GSM862304|GSM862305|GSM862306,Kevin,GSE35124,NRF1,Nrf1,mouse,GSM862307|GSM862308|GSM862309,KO,GPL4134,1.0
gene:2151,liver,,GSM862310|GSM862311|GSM862312,Kevin,GSE35124,NFE2L2,Nfe2l2,mouse,GSM862313|GSM862314|GSM862315,KO,GPL4134,1.0
