id,cell_type,ctrl_ids,curator,drug_name,drugbank_id,geo_id,organism,pert_ids,platform,pubchem_cid,smiles,version
drug:3502,CD133+ and CD133- cells,GSM609023|GSM609025|GSM609027|GSM609029,MicrotaskManic,Laminin,,GSE24716,human,GSM609024|GSM609026|GSM609028|GSM609030,GPL571,44342165.0,CCC(C)C(C(=O)NCC(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N,1.0
drug:3477,Brains of aged (30-month-old) B6C3F1 animals fed a diet containing alpha-tocopherol,GSM201796|GSM201797|GSM201799|GSM201801|GSM201802,cadimo,Vitamin e,DB00163,GSE8150,mouse,GSM201804|GSM201805|GSM201806|GSM201808|GSM201809,GPL1261,14985.0,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,1.0
drug:3471,cerebellum,GSM1521850|GSM1521851|GSM1521852|GSM1521853,MicrotaskManic,Nicotinamide riboside,,GSE62194,mouse,GSM1521854|GSM1521855|GSM1521856|GSM1521857,GPL6885,439924.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N,1.0
drug:2470,Liver,GSM1239955|GSM1239956|GSM1239957|GSM1239958,nbongio,Monuron,,GSE51163,rat,GSM1239951|GSM1239952|GSM1239953|GSM1239954,GPL1355,8800.0,CN(C)C(=O)NC1=CC=C(C=C1)Cl,1.0
drug:2638,Hippocampus (of Sprauge-Dawley males) - 6 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338871|GSM338872|GSM338873,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2639,Hippocampus (of Sprauge-Dawley males) - 72 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338885|GSM338886|GSM338887|GSM338888,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2634,Hippocampus (of Sprauge-Dawley males) - 1 Hour after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338860|GSM338861|GSM338863,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2635,Hippocampus (of Sprauge-Dawley males) - 24 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338878|GSM338879|GSM338881,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2636,Hippocampus (of Sprauge-Dawley males) - 3 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338865|GSM338866|GSM338867|GSM338868|GSM338869|GSM338870,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2637,Hippocampus (of Sprauge-Dawley males) - 48 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338882|GSM338883|GSM338884,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:2631,primary lung fibroblasts,GSM748875|GSM748880|GSM748887|GSM748892,wangzc,Formoterol,DB00983,GSE30242,human,GSM748876|GSM748877|GSM748888|GSM748889,GPL96,3410.0,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,1.0
drug:2633,Hippocampus (of Sprauge-Dawley males) - 168 Hours after exposure,GSM338857|GSM338858|GSM338859,cadimo,Soman,,GSE13428,rat,GSM338892|GSM338893|GSM338894,GPL1355,7305.0,CC(C(C)(C)C)OP(=O)(C)F,1.0
drug:3558,Lung fibroblasts - 24 Hours,GSM120306|GSM120307|GSM120308,cadimo,Vanadium pentoxide,,GSE5339,human,GSM120336|GSM120337|GSM120338,GPL571,14814.0,O=[V](=O)O[V](=O)=O,1.0
drug:3559,LIVER from Sprague Dawleys,GSM89873|GSM89875|GSM89878|GSM89881,cadimo,Fenretinide,,GSE3952,rat,GSM89841|GSM89843|GSM89846|GSM89870,GPL85,5288209.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C,1.0
drug:3555,Lung fibroblasts - 4 Hours,GSM120309|GSM120310|GSM120311,cadimo,Vanadium pentoxide,,GSE5339,human,GSM120339|GSM120340|GSM120341,GPL571,14814.0,O=[V](=O)O[V](=O)=O,1.0
drug:2833,liver,GSM533008|GSM533009|GSM533010,Axel,Troglitazone,DB00197,GSE21329,rat,GSM533020|GSM533021|GSM533022,GPL341,,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCC1(C)CCc2c(O1)c(C)c(c(c2C)O)C,1.0
drug:2579,pancreas,GSM845195|GSM845196|GSM845197|GSM845198,vcogliani,Tamoxifen,DB00675,GSE34232,mouse,GSM845203|GSM845204|GSM845205|GSM845206,GPL6246,2733526.0,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,1.0
drug:3551,Nasal EPITHELIA exposed to 15 ppm - Inhalation - 6 Hours,GSM159785|GSM159786|GSM159787|GSM159788|GSM159789|GSM159796|GSM159797|GSM159798,cadimo,Formaldehyde,,GSE7002,rat,GSM159770|GSM159771|GSM159772|GSM159784,GPL1355,712.0,C=O,1.0
drug:3114,MH1C1 liver cell line - 160 uM,GSM1240490|GSM1240493|GSM1240496|GSM1240499,cadimo,Cobalt dichloride hexahydrate,,GSE51207,rat,GSM1240491|GSM1240494|GSM1240497|GSM1240500,GPL1355,24643.0,O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],1.0
drug:3202,AEC (primary airway epithelial cells) -  6 Hours with 4mM,GSM245430|GSM245432|GSM245440|GSM245452,cadimo,Hypochlorous acid,,GSE11630,human,GSM245429|GSM245431|GSM245439|GSM245451,GPL571,24341.0,OCl,1.0
drug:2667,"striatum, day 24 withdrawal",GSM751165|GSM751183|GSM751213,candicek,Methamphetamine,DB01577,GSE30305,mouse,GSM751171|GSM751189|GSM751206,GPL6887,10836.0,CC(CC1=CC=CC=C1)NC,1.0
drug:2465,"rat proximal renal tubule cell line (NRK-52E), 24h treatment",GSM1239934|GSM1239935|GSM1239936,nbongio,Monuron,,GSE51163,rat,GSM1239931|GSM1239932|GSM1239933,GPL1355,8800.0,CN(C)C(=O)NC1=CC=C(C=C1)Cl,1.0
drug:3245,lapatinib sensitive and lapatinib resistant ErbB2-positive breast cancer cells,GSM940876|GSM940877|GSM940878,justinenoel,Lapatinib,DB01259,GSE38376,human,GSM940885|GSM940886|GSM940887,GPL6947,208908.0,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.0
drug:3625,Uterus - single injection of 400 ug/kg - 72 Hours after treatment,GSM31753|GSM40026|GSM40040,cadimo,Estradiol,DB00783,GSE2195,mouse,GSM31754|GSM40027|GSM40041,GPL81,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3113,HEK293,GSM28627|GSM28628|GSM28629,AliDot,Neocarzinostatin,,GSE1676,human,GSM28630|GSM28631|GSM28632,GPL201,5282473.0,CC1C(C(C(C(O1)OC2C3CC#CC4C(O4)(C#CC3=CC2OC(=O)C5=C(C=CC6=C(C=C(C=C65)OC)C)O)C7COC(=O)O7)NC)O)O,1.0
drug:3179,SCC25 tongue epidermal keratinocyte,GSM1400402|GSM1400403,cadimo,Doxorubicin,DB00997,GSE58074,human,GSM1400404|GSM1400405,GPL10558,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:2460,F9 teratocarcinoma cells,GSM775291|GSM775295|GSM775299,saulc07,Tretinoin,DB00755,GSE31280,mouse,GSM775292|GSM775296|GSM775300,GPL1261,444795.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1.0
drug:2680,NA,GSM159355|GSM159356|GSM159357|GSM159358,Axel,Bexarotene,DB00307,GSE6914,human,GSM159359|GSM159360|GSM159361|GSM159362,GPL96,82146.0,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,1.0
drug:3268,A673,GSM159850|GSM159851|GSM159852|GSM159853|GSM159854|GSM159855,AliDot,"Puromycin, ec50, 1 d",,GSE6930,human,GSM159902|GSM159903|GSM159904,GPL4685,439530.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,1.0
drug:3269,A673,GSM159856|GSM159857|GSM159858|GSM159859|GSM159860,AliDot,"Puromycin, ec50, 3 d",,GSE6930,human,GSM159905|GSM159906|GSM159907,GPL4685,439530.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,1.0
drug:3260,A673,GSM159850|GSM159851|GSM159852|GSM159853|GSM159854|GSM159855,AliDot,Doxorubicin,DB00997,GSE6930,human,GSM159885|GSM159886|GSM159887,GPL4685,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:3261,A673,GSM159856|GSM159857|GSM159858|GSM159859|GSM159860,AliDot,Doxorubicin,DB00997,GSE6930,human,GSM159888|GSM159889|GSM159890,GPL4685,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:3262,A673,GSM159861|GSM159862|GSM159863|GSM159864|GSM159865|GSM159866,AliDot,Doxorubicin,DB00997,GSE6930,human,GSM159891|GSM159892|GSM159893,GPL4685,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:3263,A673,GSM159850|GSM159851|GSM159852|GSM159853|GSM159854|GSM159855,AliDot,Doxorubicin,DB00997,GSE6930,human,GSM159894|GSM159895|GSM159896,GPL4685,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:3264,A673,GSM159856|GSM159857|GSM159858|GSM159859|GSM159860,AliDot,Doxorubicin,DB00997,GSE6930,human,GSM159897|GSM159898|GSM159899,GPL4685,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:3265,A673,GSM159861|GSM159862|GSM159863|GSM159864|GSM159865|GSM159866,AliDot,Doxorubicin,DB00997,GSE6930,human,GSM159900|GSM159901,GPL4685,31703.0,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1.0
drug:3266,RS4.11 leukemia cell line,GSM492838|GSM492846,cadimo,Sb 216763,,GSE19736,human,GSM492847|GSM492848|GSM492849,GPL6244,176158.0,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,1.0
drug:3267,Stromal-vascular cells (PRDM16-deficient inguinal white adipose tissue),GSM860624|GSM860625,cadimo,Rosiglitazone,DB00412,GSE35011,mouse,GSM860626|GSM860627,GPL8321,,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,1.0
drug:3040,RT112 cancer cell line (FGFR3 knocked down with shRNA 4-1),GSM1007032|GSM1007033|GSM1007046,cadimo,Doxycycline,DB00254,GSE41035,human,GSM1007038|GSM1007039|GSM1007052,GPL570,5281011.0,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1.0
drug:3041,RT112 cancer cell line (FGFR3 knocked down with shRNA 6-16),GSM1007032|GSM1007033|GSM1007046,cadimo,Doxycycline,DB00254,GSE41035,human,GSM1007041|GSM1007042|GSM1007055,GPL570,5281011.0,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1.0
drug:3042,HepG3 cell line (THRA wild type),GSM721654|GSM721655|GSM721656,cadimo,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),,GSE29159,human,GSM721657|GSM721658|GSM721659,GPL6244,53442265.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O.Cl,1.0
drug:3043,HepG3 cell line (THRB wild type),GSM721660|GSM721661|GSM721662,cadimo,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),,GSE29159,human,GSM721663|GSM721664|GSM721665,GPL6244,53442265.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O.Cl,1.0
drug:3044,HepG3 cell line (THRA-HCC Mutant al),GSM721666|GSM721667|GSM721668,cadimo,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),,GSE29159,human,GSM721669|GSM721670|GSM721671,GPL6244,53442265.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O.Cl,1.0
drug:3045,HepG3 cell line (THRA-RCCC Mutant 6a),GSM721672|GSM721673|GSM721674,cadimo,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),,GSE29159,human,GSM721675|GSM721676|GSM721677,GPL6244,53442265.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O.Cl,1.0
drug:3046,HepG3 cell line (THRB- HCC mutant bN),GSM721678|GSM721679|GSM721680,cadimo,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),,GSE29159,human,GSM721681|GSM721682|GSM721683,GPL6244,53442265.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O.Cl,1.0
drug:3047,HepG3 cell line (THRB-RCCC Mutant 15b),GSM721684|GSM721685|GSM721686,cadimo,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),,GSE29159,human,GSM721687|GSM721688|GSM721689,GPL6244,53442265.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O.Cl,1.0
drug:3048,LNCaP prostate cancer cells,GSM560828|GSM560829|GSM560830,cadimo,R1881,,GSE22606,human,GSM560831|GSM560832|GSM560833,GPL570,13766.0,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O,1.0
drug:3049,SRF Silenced cells,GSM560834|GSM560835|GSM560836,cadimo,R1881,,GSE22606,human,GSM560837|GSM560838|GSM560839,GPL570,13766.0,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O,1.0
drug:3518,lung,GSM326973|GSM326975|GSM326977|GSM326979|GSM326981,MicrotaskManic,Perfluorooctanoic acid,,GSE13044,mouse,GSM326984|GSM326986|GSM326988|GSM326990,GPL1261,9554.0,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1.0
drug:3519,lung,GSM326973|GSM326975|GSM326977|GSM326979|GSM326981,MicrotaskManic,Perfluorooctanoic acid,,GSE13044,mouse,GSM326992|GSM326994|GSM326996|GSM326998|GSM327000,GPL1261,9554.0,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1.0
drug:3196,Peripheral blood monocytes,GSM287667|GSM287668|GSM287669,cadimo,Atorvastatin,DB01076,GSE11393,human,GSM287670|GSM287671|GSM287672,GPL571,,OC(CC(CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1,1.0
drug:3197,AEC (primary airway epithelial cells) - 2 Hours with 0.4mM,GSM245436|GSM245444|GSM245448|GSM245456,cadimo,Hypochlorous acid,,GSE11630,human,GSM245433|GSM245441|GSM245445|GSM245453,GPL571,24341.0,OCl,1.0
drug:3192,H720 cell line(lung cancer),GSM71936|GSM71937|GSM71938,Juliana,Mk-886,,GSE3202,human,GSM71939|GSM71940|GSM71941,GPL570,3651377.0,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,1.0
drug:3193,A549 cell line (lung cancer),GSM75009|GSM75010|GSM75013|GSM75015,Juliana,Mk-886,,GSE3202,human,GSM75011|GSM75012|GSM75014|GSM75016,GPL570,3651377.0,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,1.0
drug:3118,Haematopoietic stem cells (male),GSM1274470|GSM1274471|GSM1274472,cadimo,Estradiol,DB00783,GSE52711,mouse,GSM1274473|GSM1274474|GSM1274475,GPL6246,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3468,cerebellum,GSM1521833|GSM1521834|GSM1521835,MicrotaskManic,Nicotinamide riboside,,GSE62194,mouse,GSM1521829|GSM1521830|GSM1521831|GSM1521832,GPL6885,439924.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N,1.0
drug:3466,cerebellum,GSM1521806|GSM1521807|GSM1521808|GSM1521809|GSM1521810|GSM1521811,MicrotaskManic,Resveratrol,DB02709,GSE62194,mouse,GSM1521800|GSM1521801|GSM1521802|GSM1521803|GSM1521804|GSM1521805,GPL6885,,Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,1.0
drug:3467,cerebellum,GSM1521825|GSM1521826|GSM1521827|GSM1521828,MicrotaskManic,Resveratrol,DB02709,GSE62194,mouse,GSM1521820|GSM1521821|GSM1521822|GSM1521823|GSM1521824,GPL6885,,Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,1.0
drug:3464,liver,GSM378096|GSM378097|GSM378098,MicrotaskManic,Coenzyme q10,,GSE15129,mouse,GSM378099|GSM378100|GSM378101,GPL1261,5281915.0,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.0
drug:2515,K562 leukemia cell line (V) - 24 Hours,GSM34921|GSM34922|GSM34923,cadimo,Imatinib,DB00619,GSE1922,human,GSM34924|GSM34925|GSM34926,GPL96,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1.0
drug:3462,liver,GSM378087|GSM378088|GSM378089,MicrotaskManic,Coenzyme q10,,GSE15129,mouse,GSM378090|GSM378091|GSM378092,GPL1261,5281915.0,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.0
drug:3463,liver,GSM378087|GSM378088|GSM378089,MicrotaskManic,Ubiquinol,,GSE15129,mouse,GSM378093|GSM378094|GSM378095,GPL1261,9962735.0,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.0
drug:3460,kidney,GSM378078|GSM378079|GSM378080,MicrotaskManic,Coenzyme q10,,GSE15129,mouse,GSM378081|GSM378082|GSM378083,GPL1261,5281915.0,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.0
drug:3461,kidney,GSM378078|GSM378079|GSM378080,MicrotaskManic,Ubiquinol,,GSE15129,mouse,GSM378084|GSM378085|GSM378086,GPL1261,9962735.0,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.0
drug:2488,glucocorticoid (GC)-resistant lymphoblastic leukemia CEM-C7H2 T-ALL cell line,GSM550942|GSM550943|GSM550944|GSM550945|GSM550946|GSM550947,timkenny92,Dexamethasone,DB01234,GSE22152,human,GSM550954|GSM550955|GSM550956|GSM550957|GSM550958|GSM550959,GPL570,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,1.0
drug:2482,Liver,GSM929282|GSM929283|GSM929284,timkenny92,Acetaminophen,DB00316,GSE37874,mouse,GSM929285|GSM929286|GSM929287,GPL8321,1983.0,CC(=O)NC1=CC=C(C=C1)O,1.0
drug:3688,Hepatocytes,GSM1681326|GSM1681328|GSM1681330|GSM1681332|GSM1681334|GSM1681336|GSM1681338|GSM1681340|GSM1681342|GSM1681344|GSM1681346|GSM1681348,cadimo,1-[3-(trifluoromethyl)phenyl]piperazine,,GSE68785,rat,GSM1681331|GSM1681333|GSM1681335,GPL1355,4296.0,C1CN(CCN1)C2=CC=CC(=C2)C(F)(F)F,1.0
drug:3689,Hepatocytes,GSM1681326|GSM1681328|GSM1681330|GSM1681332|GSM1681334|GSM1681336|GSM1681338|GSM1681340|GSM1681342|GSM1681344|GSM1681346|GSM1681348,cadimo,1-(4-methoxyphenyl)piperazine,,GSE68785,rat,GSM1681337|GSM1681339|GSM1681341,GPL1355,269722.0,COC1=CC=C(C=C1)N2CCNCC2,1.0
drug:2608,skin lesion,GSM300750|GSM300756|GSM300762|GSM300768|GSM300774|GSM300780|GSM300786|GSM300792|GSM300798|GSM300804|GSM300815|GSM300821|GSM300827|GSM300833,MicrotaskManic,Etanercept,DB00005,GSE11903,human,GSM300753|GSM300759|GSM300765|GSM300771|GSM300777|GSM300783|GSM300789|GSM300795|GSM300801|GSM300807|GSM300818|GSM300824|GSM300830|GSM300836,GPL571,,,1.0
drug:3622,Uterus - single injection of 400 ug/kg - 8 Hours after treatment,GSM31744|GSM40020|GSM40034,cadimo,Estradiol,DB00783,GSE2195,mouse,GSM31745|GSM40021|GSM40035,GPL81,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:2751,normal scar,GSM194118|GSM194119|GSM194120|GSM194121|GSM194122,Axel,Hydrocortisone,DB00741,GSE7890,human,GSM194114|GSM194115|GSM194116|GSM194117,GPL570,5754.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,1.0
drug:3436,liver,GSM935660|GSM935661|GSM935662|GSM935663|GSM935664|GSM935665,MicrotaskManic,Quercetin,DB04216,GSE38136,mouse,GSM935666|GSM935667|GSM935668|GSM935669|GSM935670|GSM935671,GPL1261,,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
drug:3438,liver,GSM935660|GSM935661|GSM935662|GSM935663|GSM935664|GSM935665,MicrotaskManic,Quercetin,DB04216,GSE38136,mouse,GSM935678|GSM935679|GSM935680|GSM935681|GSM935682|GSM935683,GPL1261,,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
drug:3384,RAW 264.7 macrophage cell line - 2.1 mM,GSM387601|GSM387602|GSM387605|GSM387606,cadimo,Hypochlorous acid,,GSE15457,mouse,GSM387701|GSM387702|GSM387703,GPL1261,24341.0,OCl,1.0
drug:3104,LUNG (wild type),GSM1068446|GSM1068447|GSM1068448,cadimo,Bleomycin,DB00290,GSE43695,mouse,GSM1068449|GSM1068450|GSM1068451,GPL6246,5360373.0,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,1.0
drug:3659,Skeletal muscle - 30 minutes,GSM5047|GSM5048|GSM5049|GSM5071,cadimo,Methylprednisolone,DB00959,GSE490,rat,GSM5188|GSM5189|GSM5190,GPL85,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.0
drug:3107,lung alveolar type 2 cells (Sprague-Dawley males following 6 weeks of chronic ingestion of alcohol),GSM1332324|GSM1332325|GSM1332326|GSM1332327,cadimo,Ethanol,DB00898,GSE55243,rat,GSM1332328|GSM1332329|GSM1332330,GPL85,702.0,CCO,1.0
drug:3658,Skeletal muscle - 15 minutes,GSM5047|GSM5048|GSM5049|GSM5071,cadimo,Methylprednisolone,DB00959,GSE490,rat,GSM5075|GSM5076|GSM5077,GPL85,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.0
drug:3106,Lung (Fra-1 deficient mutants),GSM1068452|GSM1068453|GSM1068454,cadimo,Bleomycin,DB00290,GSE43695,mouse,GSM1068455|GSM1068456|GSM1068457,GPL6246,5360373.0,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,1.0
drug:3687,Hepatocytes,GSM1681326|GSM1681328|GSM1681330|GSM1681332|GSM1681334|GSM1681336|GSM1681338|GSM1681340|GSM1681342|GSM1681344|GSM1681346|GSM1681348,cadimo,1-benzylpiperazine,,GSE68785,rat,GSM1681325|GSM1681327|GSM1681329,GPL1355,75994.0,C1CN(CCN1)CC2=CC=CC=C2,1.0
drug:2616,"striatum, day 12 treatment",GSM751180|GSM751210|GSM751234,candicek,Methamphetamine,DB01577,GSE30305,mouse,GSM751168|GSM751186|GSM751216,GPL6887,10836.0,CC(CC1=CC=CC=C1)NC,1.0
drug:3101,A549 lung cancer cells,GSM147365|GSM147366|GSM147367,AliDot,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),,GSE6400,human,GSM147368|GSM147369|GSM147370,GPL570,9855235.0,CCC1=C(C2=C3C(=C(C(=N3)C=C4C(=C(C(=CC5=C(C(=C(N5)C=C6C(=C(C(=CC1=N2)N6)C)CCCOC(=O)N(CCOCCOCCOC)CCOCCOCCOC)CC)CC)N4)CCCOC(=O)N(CCOCCOCCOC)CCOCCOCCOC)C)CC)C)C,1.0
drug:3100,hearts from obese diabetic C57BL/KsJ-db/db mice,GSM904679|GSM904680|GSM904681|GSM904682|GSM904683,justinenoel,Rosiglitazone,,GSE36875,mouse,GSM904684|GSM904685|GSM904686|GSM904687|GSM904688,GPL4134,77999.0,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,1.0
drug:3611,Lungs - 1 Hour after exposure,GSM49336|GSM49337|GSM49338|GSM49339|GSM49340|GSM49341,cadimo,Phosgene,,GSE2565,mouse,GSM49334|GSM49335|GSM49348|GSM49349|GSM49358|GSM49359,GPL339,6371.0,C(=O)(Cl)Cl,1.0
