mgi_symbol,hgnc_symbol
Wdr17,WDR17
Caskin2,CASKIN2
Scn8a,SCN8A
Lmna,LMNA
Frk,FRK
Gm25140,RNU1-80P
Gm25140,RNU1-141P
Gm22651,RNA5SP536
Gm22651,RNA5SP57
Gm22651,RNA5SP52
Magi3,MAGI3
Vegfc,VEGFC
Naa30,NAA30
Armt1,ARMT1
Gm23622,RNU6-826P
2300002M23Rik,C6orf15
Plxnb2,PLXNB2
Cggbp1,CGGBP1
Cyp4a10,CYP4A11
Cyp4a10,CYP4A22
Rnu7,RNU7-53P
Gm22558,RNU6-937P
Gm24837,SNORD121A
Pop5,POP5
Slain2,SLAIN2
Gm26054,RNU6-30P
Ece2,ECE2
Ece2,EEF1AKMT4-ECE2
Ccdc36,CCDC36
Gm25078,RNU6-477P
Gm25078,RNU6-616P
Gm25078,RNU6-176P
Gm22710,RNU4ATAC
Gm23991,SNORD88B
Hdac7,HDAC7
Tbl1xr1,TBL1XR1
Txk,TXK
Gm13102,PRAMEF12
Gm13102,PRAMEF1
Gm13102,PRAMEF11
Gm13102,PRAMEF2
Gm13102,PRAMEF6
Gm13102,PRAMEF7
Gm13102,PRAMEF10
Gm13102,PRAMEF4
Gm13102,PRAMEF27
Gm13102,PRAMEF25
Gm13102,PRAMEF26
Gm13102,PRAMEF9
Gm13102,PRAMEF13
Gm13102,PRAMEF18
Gm13102,PRAMEF5
Gm13102,PRAMEF14
Gm13102,PRAMEF15
Gm13102,PRAMEF8
Gm13102,PRAMEF33
Gm13102,PRAMEF19
Gm13102,PRAMEF17
Gm13102,PRAMEF20
Gm24465,RNU6-556P
Rit1,RIT1
Gm24945,SNORA25
Chtop,CHTOP
Fam214a,FAM214A
Hist2h3c1,HIST2H3C
Klhl6,KLHL6
Gm25440,RNU1-45P
Kpna4,KPNA4
Gm25918,RNU6-685P
Gm25918,RNU6-63P
Gm22107,RNU6-289P
Gm6133,RPL17-C18orf32
Luc7l2,C7orf55-LUC7L2
Luc7l2,LUC7L2
Med24,MED24
Ap1g1,AP1G1
Svbp,SVBP
Thpo,THPO
Pfn2,PFN2
Nmur1,NMUR1
Naalad2,NAALAD2
Gbp7,GBP7
Gbp7,GBP4
Gm23312,RNU6-374P
Gm23312,RNU6-236P
Gm23312,RNU6-1324P
Gm23312,RNU6-359P
Trav13-2,TRAV22
Snord49b,SNORD49B
Klhl24,KLHL24
Gm24689,RNU6-1154P
Pex11a,PEX11A
Fam151a,FAM151A
Plin1,PLIN1
Neil3,NEIL3
Gm23789,RN7SKP231
Gm22262,RN7SKP93
Dnmt1,DNMT1
Cav1,CAV1
Gm23037,RN7SKP185
Gm23037,RN7SKP175
Gm23037,RN7SKP118
n-R5s174,RNA5SP44
n-R5s174,RNA5SP75
n-R5s174,RNA5SP168
n-R5s174,RNA5SP180
n-R5s174,RNA5SP294
Acad8,ACAD8
Sh2b2,SH2B2
Galntl6,GALNTL6
Gm22845,RNU6-674P
Gm24845,RNA5SP527
Hist2h2ab,HIST2H2AB
Cib1,CIB1
Dnttip2,DNTTIP2
Mettl7a1,METTL7A
Gm25800,SNORA9B
Rnf13,RNF13
Olfr796,OR10P1
Dynlt1a,DYNLT1
Epb42,EPB42
BC048507,DYNLL1
Gm26147,SNORA24B
Jph3,JPH3
Nipal1,NIPAL1
Wbp2nl,WBP2NL
Ppie,PPIE
Msl2,MSL2
Naglu,NAGLU
Gm24546,RNU6-193P
Hsd17b1,HSD17B1
Esr1,ESR1
Il6ra,IL6R
Gm25335,RNU6-915P
Gm3286,PRAMEF12
Gm3286,PRAMEF1
Gm3286,PRAMEF11
Gm3286,PRAMEF2
Gm3286,PRAMEF6
Gm3286,PRAMEF7
Gm3286,PRAMEF10
Gm3286,PRAMEF4
Gm3286,PRAMEF27
Gm3286,PRAMEF25
Gm3286,PRAMEF26
Gm3286,PRAMEF9
Gm3286,PRAMEF13
Gm3286,PRAMEF18
Gm3286,PRAMEF5
Gm3286,PRAMEF14
Gm3286,PRAMEF15
Gm3286,PRAMEF8
Gm3286,PRAMEF33
Gm3286,PRAMEF19
Gm3286,PRAMEF17
Gm3286,PRAMEF20
Pigt,PIGT
Dennd6a,DENND6A
Trav14d-2,TRAV23DV6
n-R5s207,RNA5SP434
Hgs,HGS
Gm22883,RNU6-1296P
Gm24142,RNU6-318P
Gm22031,RNU6ATAC14P
Entpd4b,ENTPD4
Ankrd34b,ANKRD34B
Gm12248,FAXDC2
Akap12,AKAP12
Glp2r,GLP2R
Stk19,STK19
Trav14n-2,TRAV23DV6
Snord90,SNORD90
Snord17,SNORD17
Cmss1,CMSS1
Otog,OTOG
Gm23545,RNU6-1300P
Tspan10,TSPAN10
Pglyrp4,PGLYRP4
Gipr,GIPR
Rn7s6,RN7SL5P
Cpz,CPZ
Gm24497,RNU2-64P
Gm24497,RNU2-4P
Gm22889,SNORA55
Timd2,HAVCR1
Lrp5,LRP5
Trav13n-1,TRAV22
Snord68,SNORD68
Slc52a2,SLC52A2
Gm23628,RNU2-20P
Cript,CRIPT
Slmap,SLMAP
Usp1,USP1
Stx8,STX8
Snord11,SNORD11
Snrnp40,SNRNP40
P4hb,P4HB
Tmem121,TMEM121
Gm23977,RNU6-607P
Nos1,NOS1
Rnu1b6,RNVU1-7
Gm24086,RNU6-130P
Gm24086,RNU6-287P
Gm22260,RNU6-118P
Got2,GOT2
Hook1,HOOK1
n-R5s179,RNA5SP489
Fam189b,FAM189B
Sema3c,SEMA3C
Map1b,MAP1B
Gm22560,RNA5SP364
Fn1,FN1
Gm26215,SCARNA20
Gm23196,RNU6-540P
Mras,MRAS
Tmem255b,TMEM255B
Cit,CIT
Rbms1,RBMS1
Bnc1,BNC1
Gm23458,RNU1-93P
Bbs4,BBS4
Gm25253,RNU6-169P
Gm25253,RNU6-1013P
Ubqln4,UBQLN4
n-R5s202,RNA5SP105
Cstb,CSTB
Gm26139,RNU6-534P
Gm23552,RNU6-607P
Tmem106a,TMEM106A
Gbe1,GBE1
Gm24812,RN7SL251P
Ttll8,TTLL8
Gm25755,RNU6-34P
Gm16429,PRAMEF12
Gm16429,PRAMEF1
Gm16429,PRAMEF11
Gm16429,PRAMEF2
Gm16429,PRAMEF6
Gm16429,PRAMEF7
Gm16429,PRAMEF10
Gm16429,PRAMEF4
Gm16429,PRAMEF27
Gm16429,PRAMEF25
Gm16429,PRAMEF26
Gm16429,PRAMEF9
Gm16429,PRAMEF13
Gm16429,PRAMEF18
Gm16429,PRAMEF5
Gm16429,PRAMEF14
Gm16429,PRAMEF15
Gm16429,PRAMEF8
Gm16429,PRAMEF33
Gm16429,PRAMEF19
Gm16429,PRAMEF17
Gm16429,PRAMEF20
Prdx1,PRDX1
Appl2,APPL2
Zfp532,ZNF532
Gm25985,RNU6-325P
Gm22389,RN7SKP155
Gm24940,RNU6ATAC14P
Snora74a,SNORA74A
D930020B18Rik,C12orf56
Cadm2,CADM2
Nktr,NKTR
Gm24854,RNU6-231P
Eif4g1,EIF4G1
Lingo4,LINGO4
Tmem169,TMEM169
Alg14,ALG14
Gm23344,SNORD18A
Exoc3l4,EXOC3L4
Shb,SHB
Bola1,BOLA1
Prrg2,PRRG2
Gm25819,RNU6-421P
Gm22454,RNU6-820P
Gm24456,RNU6-36P
Tmpo,TMPO
Gon4l,YY1AP1
Gon4l,GON4L
Bpifa5,BPIFA1
Lrch3,LRCH3
Map6d1,MAP6D1
Glrx5,GLRX5
Pxylp1,PXYLP1
Gm26245,RNU6-1104P
Gm26245,RNU6-878P
Efcab12,EFCAB12
Gm23031,RNU6ATAC27P
Gm23031,RNU6ATAC20P
Gm23031,RNU6ATAC21P
Gm23031,RNU6ATAC41P
Hspb11,HSPB11
M6pr,M6PR
Gm25006,RNU6-122P
Cyp2j5,CYP2J2
Gm28047,ATF7
Tti2,TTI2
Gm22628,RNU6-5P
Snord100,SNORD100
Gje1,GJE1
Amn,AMN
Snora68,SNORA68
Mccc2,MCCC2
H2afb3,H2AFB1
Gm23289,RNA5SP356
Fbxo46,FBXO46
Gm42669,BTBD8
n-R5s24,RNA5SP80
Notch2,NOTCH2
A230050P20Rik,C19orf66
Trim33,TRIM33
n-R5s121,RNA5S10
Snord99,SNORD99
Gm26002,RNU6-637P
Gm26002,RNU6-26P
Snora34,SNORA2C
Snord32a,SNORD32A
Gmfg,GMFG
St3gal3,ST3GAL3
9530003J23Rik,LYZ
Gm24251,RNU1-68P
Gm24251,RNU1-49P
Gm24251,RNU1-143P
Gm24251,RNU1-6P
Gm24251,RNU1-5P
Atoh1,ATOH1
Snord92,SNORD92
Gm25780,RN7SKP223
Glra3,GLRA3
n-R5s46,RNA5SP350
Gm22943,RNU6-760P
Slc12a8,SLC12A8
Slc12a2,SLC12A2
n-R5s9,RNA5SP53
n-R5s9,RNA5SP483
n-R5s9,RNA5SP220
Copb2,COPB2
Gsta2,GSTA3
Gm23202,SNORA27
Gm26149,RNU6-655P
Tmem269,TMEM269
Gm26111,RNU6-966P
Gm23136,SNORD16
Tubgcp4,TUBGCP4
Gm765,MDFIC2
Hcfc2,HCFC2
Anxa1,ANXA1
Med15,MED15
Rab5b,RAB5B
Gm23512,RNU6-5P
Lzic,LZIC
Arhgap11a,ARHGAP11A
Ppcs,PPCS
Gm25411,RNU1-80P
Gm25411,RNU1-141P
Chadl,CHADL
Tmtc3,TMTC3
Gm26447,SNORA63
Vars2,VARS2
Bend5,BEND5
Plscr1,PLSCR2
Plscr1,PLSCR1
Cep44,CEP44
Gm24776,RNU6-665P
Gm24238,RNA5SP325
Gm24238,RNA5SP493
Rorc,RORC
Trav14-1,TRAV23DV6
Gm25212,RNA5S17
Lrrc10,LRRC10
Tmf1,TMF1
Fam181b,FAM181B
Gm26110,RNVU1-7
Etfbkmt,ETFBKMT
Tnfrsf10b,TNFRSF10B
Tnfrsf10b,TNFRSF10C
Tnfrsf10b,TNFRSF10D
Tnfrsf10b,TNFRSF10A
n-R5s160,RNA5SP309
Snord98,SNORD98
Tnfaip8l2,TNFAIP8L2
n-R5s104,RNA5S11
n-R5s79,RNA5SP96
n-R5s79,RNA5SP41
Gm25663,SCARNA18B
Slc37a3,SLC37A3
Arsj,ARSJ
Olfr765,OR2AP1
Pou5f1,POU5F1B
Gm22753,RNU6-342P
Gm22753,RNU6-910P
Gm22753,RNU6-195P
Gm22753,RNU6-1084P
Gm22753,RNU6-752P
Mthfsd,MTHFSD
Gm22876,RN7SL810P
Gm22876,RN7SL657P
Gm22876,RN7SL108P
Gm22876,RN7SL801P
Gm22876,RN7SL722P
Gm22876,RN7SL763P
Gm22876,RN7SL846P
Gm22876,RN7SL787P
Gm22876,RN7SL63P
Gm22876,RN7SL870P
Gm22876,RN7SL782P
Gm22876,RN7SL574P
Gm22876,RN7SL35P
Gm22876,RN7SL589P
Gm22876,RN7SL565P
Gm22876,RN7SL745P
Gm22876,RN7SL205P
Gm22876,RN7SL544P
Gm22876,RN7SL517P
Gm22876,RN7SL52P
Gm22876,RN7SL321P
n-R5s61,RNA5SP293
1110032F04Rik,C3orf80
Tmem201,TMEM201
Gm22336,RNU6-1291P
Pklr,PKLR
Ubac1,UBAC1
Rab3ip,RAB3IP
Cct2,CCT2
Tex46,TEX46
Cstf2t,CSTF2T
Grk1,GRK1
Gm24041,RNU1-59P
BC022687,CLBA1
Traf3,TRAF3
Rdh5,RDH5
Ascl1,ASCL1
Ccdc158,CCDC158
Srgap2,SRGAP2C
Mpl,MPL
Gm23713,SNORA32
Champ1,CHAMP1
Rnf216,RNF216
Sema3b,SEMA3B
Snord15a,SNORD15A
Gm22764,RNU6-1247P
Gm22764,RNU6-462P
Cela3b,CELA3B
Cela3b,CELA3A
Gm12169,HAVCR1
Gm23817,RNU6-700P
Pptc7,PPTC7
Gm24261,RNU6-582P
Gm24261,RNU6-48P
Atg101,ATG101
Gm43064,AP4B1
Tigd4,TIGD4
Gm24313,SNORA5A
Sycn,SYCN
1810046K07Rik,C11orf53
Npff,NPFF
Pramel6,PRAMEF12
Pramel6,PRAMEF1
Pramel6,PRAMEF11
Pramel6,PRAMEF2
Pramel6,PRAMEF6
Pramel6,PRAMEF7
Pramel6,PRAMEF10
Pramel6,PRAMEF4
Pramel6,PRAMEF27
Pramel6,PRAMEF25
Pramel6,PRAMEF26
Pramel6,PRAMEF9
Pramel6,PRAMEF13
Pramel6,PRAMEF18
Pramel6,PRAMEF5
Pramel6,PRAMEF14
Pramel6,PRAMEF15
Pramel6,PRAMEF8
Pramel6,PRAMEF33
Pramel6,PRAMEF19
Pramel6,PRAMEF17
Pramel6,PRAMEF20
Gm27385,RNU6-437P
Mmp3,MMP3
Trav6-1,TRAV9-2
Ppp6r2,PPP6R2
Gm13023,PRAMEF12
Gm13023,PRAMEF1
Gm13023,PRAMEF11
Gm13023,PRAMEF2
Gm13023,PRAMEF6
Gm13023,PRAMEF7
Gm13023,PRAMEF10
Gm13023,PRAMEF4
Gm13023,PRAMEF27
Gm13023,PRAMEF25
Gm13023,PRAMEF26
Gm13023,PRAMEF9
Gm13023,PRAMEF13
Gm13023,PRAMEF18
Gm13023,PRAMEF5
Gm13023,PRAMEF14
Gm13023,PRAMEF15
Gm13023,PRAMEF8
Gm13023,PRAMEF33
Gm13023,PRAMEF19
Gm13023,PRAMEF17
Gm13023,PRAMEF20
Hykk,HYKK
Rfc5,RFC5
Klhdc10,KLHDC10
Pdcd1,PDCD1
Serac1,SERAC1
Gm25552,RNU6-530P
Fscn1,FSCN1
Dpy19l2,DPY19L2
Snora52,SNORA52
Mettl7a3,METTL7A
Gm23735,RNU1-142P
Gm23735,RNU1-55P
Nom1,NOM1
Tomm70a,TOMM70
Smim22,SMIM22
Xpot,XPOT
Sh3gl3,SH3GL3
Marveld3,MARVELD3
B3gnt7,B3GNT7
n-R5s205,RNA5SP448
Gm24099,RNU6-698P
Gm24407,RNU4-2
Gm26197,RNA5SP498
Gsc,GSC
Fcgrt,FCGRT
Hist1h4h,HIST2H4B
4930522H14Rik,C1orf185
Gm23614,RNU6-477P
Gm23614,RNU6-616P
Gm23614,RNU6-176P
Lce3f,LCE3B
Tiparp,TIPARP
Atr,ATR
Lamb2,LAMB2
Trav7n-5,TRAV12-3
Hist2h2aa1,HIST2H2AA3
Hist2h2aa1,HIST2H2AA4
Gm23246,SNORD31B
Gm26493,SNORA46
Uqcrh,UQCRH
Serhl,SERHL2
Il17rb,IL17RB
Glce,GLCE
Podxl2,PODXL2
Gm25390,RNU6-763P
Snord14c,SNORD14C
Nob1,NOB1
Cyp4v3,CYP4V2
Gm23257,RNA5SP266
Bglap3,BGLAP
Thoc6,THOC6
Socs5,SOCS5
Gm26327,RNU6-249P
Gm26327,RNU6-424P
Gm26327,RNU6-739P
Htr2b,HTR2B
Gm10436,PRAMEF12
Gm10436,PRAMEF1
Gm10436,PRAMEF11
Gm10436,PRAMEF2
Gm10436,PRAMEF6
Gm10436,PRAMEF7
Gm10436,PRAMEF10
Gm10436,PRAMEF4
Gm10436,PRAMEF27
Gm10436,PRAMEF25
Gm10436,PRAMEF26
Gm10436,PRAMEF9
Gm10436,PRAMEF13
Gm10436,PRAMEF18
Gm10436,PRAMEF5
Gm10436,PRAMEF14
Gm10436,PRAMEF15
Gm10436,PRAMEF8
Gm10436,PRAMEF33
Gm10436,PRAMEF19
Gm10436,PRAMEF17
Gm10436,PRAMEF20
Gm26371,RNU6-999P
Acad10,ACAD10
Gm24116,RNU6-153P
Gm25908,RNA5SP369
Gm25908,RNA5SP30
Gm24316,RNU6-85P
Evl,EVL
Usp17lb,USP17L10
Usp17lb,USP17L11
Usp17lb,USP17L12
Usp17lb,USP17L13
Usp17lb,USP17L15
Usp17lb,USP17L17
Usp17lb,USP17L18
Usp17lb,USP17L19
Usp17lb,USP17L20
Usp17lb,USP17L21
Usp17lb,USP17L22
Usp17lb,USP17L23
Usp17lb,USP17L24
Usp17lb,USP17L25
Usp17lb,USP17L26
Usp17lb,USP17L5
Usp17lb,USP17L27
Usp17lb,USP17L28
Usp17lb,USP17L29
Usp17lb,USP17L30
Mitf,MITF
Itgb5,ITGB5
Ubn2,UBN2
Gm25447,RNA5SP159
Gm24697,RNU6-1156P
Sfswap,SFSWAP
Gm24915,RNA5SP103
Olfr791,OR6C2
Ntn1,NTN1
Arl16,ARL16
n-R5s170,RNA5SP229
n-R5s170,RNA5SP482
Klhl35,KLHL35
Gm22888,SNORD121B
Fbxl18,FBXL18
Tmem50b,TMEM50B
Gm22294,RNU6-119P
Gm26089,RNA5SP434
Iqcd,IQCD
Fgd4,FGD4
Snapc4,SNAPC4
Snord42b,SNORD42B
Gm23152,RNA5SP148
Bpifa3,BPIFA3
Gm22423,RNU2-62P
Stil,STIL
Cbr4,CBR4
Igha,IGHA2
Igha,IGHA1
Ccdc71,CCDC71
Gm25669,RNA5SP188
Gm25935,RNU6-1124P
Gm22381,RNU6-1057P
Hand2,HAND2
Hgf,HGF
Gpatch3,GPATCH3
Chmp7,CHMP7
Vsir,VSIR
Ip6k3,IP6K3
Tmtc2,TMTC2
Gm23069,RN7SKP216
Gm23069,RN7SKP73
Sh2b3,SH2B3
Mfsd2a,MFSD2A
n-R5s27,RNA5SP171
Pebp4,PEBP4
Toe1,TOE1
S100a16,S100A16
Copg2,COPG2
Ube2n,UBE2N
Gm22305,RNU6-209P
Gm23143,RNU5E-1
Gm23143,RNU5E-4P
Pilrb1,PILRA
Pilrb1,PILRB
Vps45,VPS45
Gm22503,RNU6-608P
Gm28308,HOXA2
Gm25224,SNORD114-9
Gm25224,SNORD114-10
Gm25224,SNORD114-25
Gm25224,SNORD114-20
Gm25224,SNORD114-28
Gm23857,RNA5SP196
Ahr,AHR
Vps11,VPS11
Gm23453,RNU6-556P
Dgcr6,DGCR6L
Pramel1,PRAMEF12
Pramel1,PRAMEF1
Pramel1,PRAMEF11
Pramel1,PRAMEF2
Pramel1,PRAMEF6
Pramel1,PRAMEF7
Pramel1,PRAMEF10
Pramel1,PRAMEF4
Pramel1,PRAMEF27
Pramel1,PRAMEF25
Pramel1,PRAMEF26
Pramel1,PRAMEF9
Pramel1,PRAMEF13
Pramel1,PRAMEF18
Pramel1,PRAMEF5
Pramel1,PRAMEF14
Pramel1,PRAMEF15
Pramel1,PRAMEF8
Pramel1,PRAMEF33
Pramel1,PRAMEF19
Pramel1,PRAMEF17
Pramel1,PRAMEF20
Gm13057,PRAMEF12
Gm13057,PRAMEF1
Gm13057,PRAMEF11
Gm13057,PRAMEF2
Gm13057,PRAMEF6
Gm13057,PRAMEF7
Gm13057,PRAMEF10
Gm13057,PRAMEF4
Gm13057,PRAMEF27
Gm13057,PRAMEF25
Gm13057,PRAMEF26
Gm13057,PRAMEF9
Gm13057,PRAMEF13
Gm13057,PRAMEF18
Gm13057,PRAMEF5
Gm13057,PRAMEF14
Gm13057,PRAMEF15
Gm13057,PRAMEF8
Gm13057,PRAMEF33
Gm13057,PRAMEF19
Gm13057,PRAMEF17
Gm13057,PRAMEF20
Slc29a4,SLC29A4
Trav12d-1,TRAV18
Gm26206,RNU6-279P
Gm26206,RNU6-523P
Gm26206,RNU6-823P
Gm22997,RNU6-143P
Myo15b,MYO15B
Zic1,ZIC1
Gm24754,RNU6-59P
Tspan9,TSPAN9
Hist2h2bb,HIST2H2BF
Gm43302,GBP6
Pm20d2,PM20D2
Muc1,MUC1
Gm26410,RN7SKP34
Ppil6,PPIL6
Snord96a,SNORD96A
Whamm,WHAMM
Rita1,RITA1
Clstn1,CLSTN1
Vipr1,VIPR1
Faap100,FAAP100
Gm23515,RNU6-628P
Golph3l,GOLPH3L
Rpf1,RPF1
Gm26414,RN7SKP197
Gm25596,RNU6-91P
Gm26287,SNORD11B
Actbl2,ACTBL2
Snord57,SNORD57
Bpifb4,BPIFB4
Gm26039,SCARNA4
Gm25482,RNU6-230P
Gm24393,RNU6-1079P
Myh9,MYH9
Creld2,CRELD2
Gm6502,PRAMEF12
Gm6502,PRAMEF1
Gm6502,PRAMEF11
Gm6502,PRAMEF2
Gm6502,PRAMEF6
Gm6502,PRAMEF7
Gm6502,PRAMEF10
Gm6502,PRAMEF4
Gm6502,PRAMEF27
Gm6502,PRAMEF25
Gm6502,PRAMEF26
Gm6502,PRAMEF9
Gm6502,PRAMEF13
Gm6502,PRAMEF18
Gm6502,PRAMEF5
Gm6502,PRAMEF14
Gm6502,PRAMEF15
Gm6502,PRAMEF8
Gm6502,PRAMEF33
Gm6502,PRAMEF19
Gm6502,PRAMEF17
Gm6502,PRAMEF20
P2ry14,P2RY14
Thbs3,THBS3
Higd1a,HIGD1A
Rad54l,RAD54L
Zbtb7b,ZBTB7B
n-R5s105,RNA5S7
Gm25143,RNU6-246P
Cmc1,CMC1
Acvr1b,ACVR1B
Fam149a,FAM149A
Gabra5,GABRA5
n-R5s33,RNA5S5
Egr3,EGR3
Gm24928,RNU6-1125P
Scyl1,SCYL1
Ect2,ECT2
Snora3,SNORA3A
Gm25099,RNU5E-1
Gm25099,RNU5E-4P
Oog3,PRAMEF12
Oog3,PRAMEF1
Oog3,PRAMEF11
Oog3,PRAMEF2
Oog3,PRAMEF6
Oog3,PRAMEF7
Oog3,PRAMEF10
Oog3,PRAMEF4
Oog3,PRAMEF27
Oog3,PRAMEF25
Oog3,PRAMEF26
Oog3,PRAMEF9
Oog3,PRAMEF13
Oog3,PRAMEF18
Oog3,PRAMEF5
Oog3,PRAMEF14
Oog3,PRAMEF15
Oog3,PRAMEF8
Oog3,PRAMEF33
Oog3,PRAMEF19
Oog3,PRAMEF17
Oog3,PRAMEF20
Gm25296,SNORD95
Hormad1,HORMAD1
Gm23856,RNU6-299P
Gm23856,RNU6-237P
Gm23856,RNU6-164P
Cby3,CBY3
Atp5g2,ATP5MC2
Myrfl,MYRFL
Mkrn2,MKRN2
Prpf3,PRPF3
Trabd2b,TRABD2B
Arpin,C15orf38-AP3S2
Arpin,ARPIN
Cers2,CERS2
Med8,MED8
Fggy,FGGY
Gm22765,SNORA25
Gm25714,RN7SKP155
Cyp4a12a,CYP4A11
Cyp4a12a,CYP4A22
Nt5dc1,NT5DC1
Jtb,JTB
Tspan3,TSPAN3
S100a11,S100A11
Klkb1,KLKB1
Gm22649,RN7SL47P
Gm22649,RN7SL766P
Gm22649,RN7SL192P
Gm22649,RN7SL113P
Gm22649,RN7SL342P
Gm22649,RN7SL83P
Gm22649,RN7SL426P
Gm22649,RN7SL483P
Gm22649,RN7SL341P
Gm22649,RN7SL278P
Gm22649,RN7SL498P
Gm22649,RN7SL620P
Gm22649,RN7SL567P
Gm22649,RN7SL627P
Gm22649,RN7SL687P
Gm22649,RN7SL630P
Gm22649,RN7SL172P
Gm22649,RN7SL271P
Gm22649,RN7SL261P
Gm22649,RN7SL743P
Gm22649,RN7SL165P
Gm22649,RN7SL394P
Gm22649,RN7SL40P
Chrna3,CHRNA3
Gm26484,RNU6-192P
Gm26484,RNU6-1133P
Gm26484,RNU6-233P
Mycl,MYCL
Gm26227,RNU6-490P
Gbp2,GBP2
Mesp2,MESP2
Ctbs,CTBS
Rcn3,RCN3
n-R5s120,RNA5S16
Gm26497,RNU6-1175P
Gm26497,RNU6-598P
Trav7-2,TRAV12-3
Golga3,GOLGA3
Snx13,SNX13
Dynlt1b,DYNLT1
Gm23510,RNU1-77P
n-R5s188,RNA5SP217
Stk25,STK25
Gal3st2,GAL3ST2
Gm26402,RNU6-724P
n-R5s34,RNA5SP393
Qrfpr,QRFPR
Cyp2j8,CYP2J2
Mllt11,MLLT11
4930579G24Rik,C4orf46
Gm24636,RN7SKP238
Gm24636,RN7SKP103
Kcna3,KCNA3
Mindy4b-ps,MINDY4B
Gm23692,RNU1-93P
Gm26157,RNA5SP296
Col16a1,COL16A1
Gm5868,SLC10A4
Kif1b,KIF1B
Gm24848,RNU6-105P
Bbs7,BBS7
Pramef17,PRAMEF12
Pramef17,PRAMEF1
Pramef17,PRAMEF11
Pramef17,PRAMEF2
Pramef17,PRAMEF6
Pramef17,PRAMEF7
Pramef17,PRAMEF10
Pramef17,PRAMEF4
Pramef17,PRAMEF27
Pramef17,PRAMEF25
Pramef17,PRAMEF26
Pramef17,PRAMEF9
Pramef17,PRAMEF13
Pramef17,PRAMEF18
Pramef17,PRAMEF5
Pramef17,PRAMEF14
Pramef17,PRAMEF15
Pramef17,PRAMEF8
Pramef17,PRAMEF33
Pramef17,PRAMEF19
Pramef17,PRAMEF17
Pramef17,PRAMEF20
Nr1d1,NR1D1
Wif1,WIF1
Gm25666,RNU6-696P
Gm25300,RNU4-71P
Gm25300,RNU4-64P
Insig1,INSIG1
Gm24253,SNORD1C
D5Ertd577e,PRAMEF12
D5Ertd577e,PRAMEF1
D5Ertd577e,PRAMEF11
D5Ertd577e,PRAMEF2
D5Ertd577e,PRAMEF6
D5Ertd577e,PRAMEF7
D5Ertd577e,PRAMEF10
D5Ertd577e,PRAMEF4
D5Ertd577e,PRAMEF27
D5Ertd577e,PRAMEF25
D5Ertd577e,PRAMEF26
D5Ertd577e,PRAMEF9
D5Ertd577e,PRAMEF13
D5Ertd577e,PRAMEF18
D5Ertd577e,PRAMEF5
D5Ertd577e,PRAMEF14
D5Ertd577e,PRAMEF15
D5Ertd577e,PRAMEF8
D5Ertd577e,PRAMEF33
D5Ertd577e,PRAMEF19
D5Ertd577e,PRAMEF17
D5Ertd577e,PRAMEF20
Gm22170,RNU6-6P
Tmem5,RXYLT1
Dynlt1c,DYNLT1
Gm22106,RNU4-11P
Gm22106,RNU4-14P
Nek1,NEK1
Gm24737,RNU6-1220P
Pah,PAH
n-R5s156,RNA5SP242
Oxld1,OXLD1
Gm16513,PRAMEF12
Gm16513,PRAMEF1
Gm16513,PRAMEF11
Gm16513,PRAMEF2
Gm16513,PRAMEF6
Gm16513,PRAMEF7
Gm16513,PRAMEF10
Gm16513,PRAMEF4
Gm16513,PRAMEF27
Gm16513,PRAMEF25
Gm16513,PRAMEF26
Gm16513,PRAMEF9
Gm16513,PRAMEF13
Gm16513,PRAMEF18
Gm16513,PRAMEF5
Gm16513,PRAMEF14
Gm16513,PRAMEF15
Gm16513,PRAMEF8
Gm16513,PRAMEF33
Gm16513,PRAMEF19
Gm16513,PRAMEF17
Gm16513,PRAMEF20
Exosc3,EXOSC3
Apol7c,APOL3
Apol7c,APOL4
Apol7c,APOL2
Apol7c,APOL1
Col10a1,COL10A1
Tro,TRO
2810403A07Rik,KHDC4
Atp10a,ATP10A
Bdkrb1,BDKRB1
Cenpm,CENPM
Ccdc63,CCDC63
S1pr2,S1PR2
Fubp1,FUBP1
Akr1b10,AKR1B10
Akr1b10,AKR1B15
Cabp1,CABP1
Wnt16,WNT16
Itga7,ITGA7
Il2,IL2
Bpgm,BPGM
Zbed4,ZBED4
Flg,FLG
Nudt4,NUDT4
Gclm,GCLM
Pde1c,PDE1C
Lrig2,LRIG2
Olfr809,OR6C76
Mex3a,MEX3A
Palmd,PALMD
Zfp639,ZNF639
Rps11,RPS11
Krt80,KRT80
Trav14d-1,TRAV23DV6
Faiml,FAIM
A530016L24Rik,C14orf180
Fancd2os,FANCD2OS
Tcp11l1,TCP11L1
Gm24123,SNORD12B
Gm22995,RNU6-567P
Gm22995,RNU6-905P
Bglap,BGLAP
Gm22321,RNU6-1101P
Gm26290,RNU1-103P
Aldh1a7,ALDH1A1
Pvrig,PVRIG
Rab7,RAB7A
Dynlrb2,DYNLRB2
Vrtn,VRTN
Qsox2,QSOX2
Lenep,LENEP
Gm22259,RNU6-200P
Gm22259,RNU6-701P
Gm22259,RNU6-536P
Gm22169,RNU6-101P
Chrd,CHRD
Ap4s1,AP4S1
Lrrc59,LRRC59
Lxn,LXN
Gm4981,DUX4
Rrp1,RRP1
Glyr1,GLYR1
Set,SETSIP
Gp9,GP9
Gm26146,RNU1-140P
